relative_path,quotation_number,qn_confidence,boq_status
SQ2510W278\SQ2510W278 - HEIDELBERG-OFFER FOR GAS ANALYSER SPARES.txt,SQ2510W278,HIGH,FOUND
SQ2510W279\SQ2510W279 - UTCL MAIHAR-OFFER FOR GAS ANALYSER SPARES.txt,SQ2510W279,HIGH,FOUND
SQ2510W280\SQ2510W280 - AMNS HAZIRA-OFFER FOR GAS ANALYSER SPARES.txt,SQ2510W280,HIGH,FOUND
SQ2510W281\SQ2510W281OFFER FOR GAS ANALYSER SPARE FOR PRANEEL EXPORT.txt,SQ2510W281,HIGH,NOT_FOUND
SQ2510W282\SQ2510W282 OFFER FOR SERVICE ENGNEER VISIT FOR UTCL BELA CEMENT WORKS.txt,SQ2510W282,HIGH,FOUND
SQ2510W283\SQ2510W283_BPCL MUMBAI-NIR ANALYSER.txt,SQ2510W283,HIGH,FOUND
SQ2510W286\SQ2510W286  Offer For GC Spares_ RIL JMD.txt,SQ2510W286,HIGH,FOUND
SQ2510W287\SQ2510W287 Offer For GC Spares_ RIL JMD.txt,SQ2510W287,HIGH,FOUND
SQ2510W288\SQ2510W288 Offer GC Spares NMD.txt,SQ2510W288,HIGH,NOT_FOUND
SQ2510W289\SQ2510W289 Offer For GC Spares RIL_ HMD.txt,SQ2510W289,HIGH,FOUND
SQ2510W290\SQ2510W290 Offer For GC Spares_ RIL JMD.txt,SQ2510W290,HIGH,FOUND
SQ2510W291\SQ2510W291 Offer For GC Spares RIL_ HMD.txt,SQ2510W291,HIGH,FOUND
SQ2510W292\SQ2510W292 Offer For GC Spares_ RIL JMD.txt,SQ2510W292,HIGH,FOUND
SQ2510W293\SQ2510W293 Offer For GC Spares RIL_ DMD.txt,SQ2510W293,HIGH,FOUND
SQ2510W294\SQ2510W294 Offer For GC Spares RIL_ HMD.txt,SQ2510W294,HIGH,FOUND
SQ2510W295\SQ2510W295 Offer For GC Spares_ RIL JMD.txt,SQ2510W295,HIGH,FOUND
SQ2510X036\OFFER-SQ2510X036-NATIONAL CEMENT-1200004707.txt,SQ2510X036,HIGH,NOT_FOUND
SQ2510X037\OFFER-SQ2510X037-SIEMENS THAILAND-SPARES.txt,SQ2510X037,HIGH,NOT_FOUND
SQ2510X037\OFFER-SQ2510X037R1-SIEMENS THAILAND-SPARES.txt,SQ2510X037R1,HIGH,FOUND
SQ2510X038\OFFER-SQ2510X038-AKH AL SINAN-SPARES.txt,SQ2510X038,HIGH,NOT_FOUND
SQ2510X039\OFFER-SQ2510X039-DV INTERNATIONAL-PUMP.txt,SQ2510X039,HIGH,FOUND
SQ2510X040\OFFER-SQ2510X040-GREENTECH-ANALYSER SPARES.txt,SQ2510X040,HIGH,NOT_FOUND
SQ2510X041\OFFER-SQ2510X041-GREENTECH-ANALYSER SPARES.txt,SQ2510X041,HIGH,NOT_FOUND
SQ2510X042\OFFER-SQ2510X042-I-GESS-U23.txt,SQ2510X042,HIGH,FOUND
SQ2511B088\OFFER-SQ2511B088-ZUARI CEMENTS LIMITED- SITHAPURAM SHS AND ANALYSER.txt,SQ2511B088,HIGH,FOUND
SQ2511B089\OFFER-SQ2511B089  Quotation for Gas Analyser Repair Charges-Kirloskar ferrous industries ltd.txt,SQ2511B089,HIGH,NOT_FOUND
SQ2511B089\OFFER-SQ2511B089R1  Quotation for Gas Analyser Repair Charges-Kirloskar ferrous industries ltd.txt,SQ2511B089R1,HIGH,FOUND
SQ2511B090\OFFER-SQ2511B090-YOKOGAWA-U23.txt,SQ2511B090,HIGH,FOUND
SQ2511B091\OFFER-SQ2511C076-GRASIM INDUSTRIES LIMITED -CYLINDERS REFILLING.txt,SQ2511C076,HIGH,FOUND
SQ2511B092\OFFER-SQ2511B092-KPC-SPARES.txt,SQ2511B092,HIGH,FOUND
SQ2511B092\OFFER-SQ2511B092R1-KPC-SPARES.txt,SQ2511B092R1,HIGH,NOT_FOUND
SQ2511B093\SQ2511B093_TECHNO_COMMERCIAL QUOTATION.txt,SQ2511B093,HIGH,NOT_FOUND
SQ2511B094\PRICED OFFER-SQ2511B094-JSW BELLARY-SPARES.txt,SQ2511B094,HIGH,FOUND
SQ2511B095\OFFER-SQ2511B095- ULTRATECH CEMENT LIMITED-GENERIA WORKS-IOT.txt,SQ2511B095,HIGH,FOUND
SQ2511C073\OFFER-SQ2511C073-MRPL_AMETEK MOISTURE ANALYSER SPARES.txt,EMAIL,HIGH,FOUND
SQ2511C074\OFFER-SQ2511C074-MRF-CYLINDERS.txt,SQ2511C074,HIGH,FOUND
SQ2511C076\OFFER-SQ2511C076-GRASIM INDUSTRIES LIMITED -CYLINDERS REFILLING.txt,SQ2511C076,HIGH,FOUND
SQ2511C077\OFFER-SQ2511C077-MRF-FILTER PAPER.txt,SQ2511C077,HIGH,FOUND
SQ2511C078\OFFER-SQ2511C078-UTCL REDDIPALAYAM-U23.txt,SQ2511C078,HIGH,FOUND
SQ2511C079\OFFER-SQ2511C079-MRPL-AMETEK SPARES.txt,EMAIL,HIGH,FOUND
SQ2511C080\OFFER-SQ2511C080-DALMIA CEMENT DALMIAPURAM-SPARES.txt,SQ2511C080,HIGH,FOUND
SQ2511C082\OFFER-SQ2511C082-CHETTINAD ARIYALUR-RETRACTION.txt,SQ2511C082,HIGH,NOT_FOUND
SQ2511C083\OFFER-SQ2511C083-CPCL-GC SPARES.txt,SQ2511C083,HIGH,FOUND
SQ2511C083\PRICED OFFER-SQ2511C083R1-CPCL-6956191.txt,GEM/2025/B/6956191,HIGH,FOUND
SQ2511C084\OFFER-SQ2511C084-VALEO CLUTCH-U23.txt,SQ2511C084,HIGH,FOUND
SQ2511C084\OFFER-SQ2511C084R1-VALEO CLUTCH-U23.txt,SQ2511C084R1,HIGH,FOUND
SQ2511C085\OFFER-SQ2511C085-MEPCO-SPARES.txt,SQ2511C085,HIGH,NOT_FOUND
SQ2511C086\OFFER-SQ2511C086-COROMANDEL INTERNATIONAL ENNORE-ANALYSER SPARES.txt,SQ2511C086,HIGH,FOUND
SQ2511E378\OFFER-SQ2511E378-LINDE-ANALYSER SAPRE.txt,SQ2511E378,HIGH,FOUND
SQ2511E379\OFFER-SQ2511E379-RAMCO CEMENT-JAJPUR-REMOTE CALIBRATION SSYSTEM.txt,SQ2511E379,HIGH,FOUND
SQ2511E380\PRICED OFFER-SQ2511E380-JSW BPSL-CYLINDERS.txt,SQ2511E380,HIGH,FOUND
SQ2511E381\OFFER-SQ2511E381-JSPL-ANGUL-CALIBRATION GAS CYLINDERS.txt,SQ2511E381,HIGH,FOUND
SQ2511E382\OFFER-SQ2511E382- ULTRATECH CEMENT LIMITED-HIRMI WORKS-IOT.txt,SQ2511E382,HIGH,FOUND
SQ2511E383\PRICED OFFER- SQ2511E383- JSL-JAJPUR- SHS SPARE (SAPMPLE PUMP).txt,SQ2511E383,HIGH,FOUND
SQ2511E384\OFFER-SQ2511E384-TSK-RING HEATER.txt,SQ2511E384,HIGH,FOUND
SQ2511E385\PRICED OFFER-5532A1302-TATA STEEL LIMITED-KALINGANAGAR HMI.txt,SQ2511E385,HIGH,FOUND
SQ2511E386\SQ2511E386_ANALYSER TRAINING_IOCL HALIDA.txt,SQ2511E386,HIGH,FOUND
SQ2511E387\OFFER-SQ2511E387-AMRIT CEMENT-FLOWMETER.txt,SQ2511E387,HIGH,FOUND
SQ2511E388\OFFER-SQ2511E388-QUANTINOX-HMI.txt,SQ2511E388,HIGH,NOT_FOUND
SQ2511E390\PRICED OFFER-SQ2511E390-SAIL BHILAI-ANALYSER.txt,SQ2511E390,HIGH,NOT_FOUND
"SQ2511E391\OFFER-SQ2511E391-TATA STEEL LIMITED, MERAMANDALI LASER ANALYSER SPARES.txt",SQ2511E391,HIGH,FOUND
SQ2511E392\OFFER-SQ2511E392-UTCL HIRMI-ANALYSERS.txt,SQ2511E392,HIGH,FOUND
SQ2511E393\OFFER-SQ2511E393-BVFC-O2 SENSOR.txt,SQ2511E393,HIGH,FOUND
SQ2511E393\OFFER-SQ2511E393R1-BVFCL-074.txt,SQ2511E393R1,HIGH,FOUND
SQ2511E394\OFFER-SQ2511E394-JK LAKSHMI DURG-SPARES.txt,SQ2511E394,HIGH,FOUND
SQ2511E395\OFFER-SQ2511E395-JSPL-ANGUL- SHS & ANALYSER SPARES.txt,SQ2511E395,HIGH,NOT_FOUND
SQ2511E396\OFFER-SQ2511E396-STEAG ENERGY SERVICES-SERVICE.txt,SQ2511E396,HIGH,FOUND
SQ2511E397\OFFER-SQ2511E397-NTPC-CYLINDERS (1).txt,SQ2511E397,HIGH,FOUND
SQ2511E397\OFFER-SQ2511E397-NTPC-CYLINDERS.txt,SQ2511E397,HIGH,FOUND
SQ2511E398\SQ2511E398_TECHNICAL OFFER FOR JSPL PLATE MILL.txt,SQ2511E398,HIGH,FOUND
SQ2511G071\SQ2511G071-AMNS-COREX PLANT_TECHNO-COMMERCIAL QUOTATION.txt,SQ2511G071,HIGH,FOUND
SQ2511G074\SQ2511G074 OFFER FOR GAS ANALYSER SPARE FOR TATA CHEMICAL.txt,SQ2511G074,HIGH,NOT_FOUND
SQ2511G075\SQ2511G075 OFFER FOR HMI OXYGEN ANALYZER _HMD.txt,SQ2511G075,HIGH,FOUND
SQ2511G077\SQ2511G077_ TECHNO-COMMERCIAL QUOTATION.txt,SQ2511G077,HIGH,FOUND
SQ2511G078\SQ2511G078 OFFER FOR SPARE FOR ATUL INDUSTRY.txt,SQ2511G078,HIGH,NOT_FOUND
SQ2511G079\SQ2511G079 QUOTATION FOR OPTO MODULE_HCL - RIL DMD LDS 6.txt,SQ2511G079,HIGH,FOUND
SQ2511H178\OFFER-SQ2511H178-CHETTINAD KALLUR-SPARES.txt,SQ2511H178,HIGH,FOUND
SQ2511H179\OFFER-SQ2511H179-SAGAR CEMENT-COOLER.txt,SQ2511H179,HIGH,FOUND
SQ2511H180\OFFER-SQ2511H180-BHARATHI CEMENT-SPARES.txt,SQ2511H180,HIGH,FOUND
SQ2511H181\PRICED OFFER-SQ2511H181-DALMIA KADAPA-O61.txt,SQ2511H181,HIGH,FOUND
SQ2511H182\PRICED OFFER-SQ2511H182-KTPS TSGENCO-CYLINDER-117.txt,SQ2511H182,HIGH,FOUND
SQ2511H183\OFFER-SQ2511H183-APGENCO-REFILLING CYLINDERS.txt,SQ2511H183,HIGH,FOUND
SQ2511H184\OFFER-SQ2511H184-KESORAM-PURGING CABINET.txt,SQ2511H184,HIGH,FOUND
SQ2511H185\SQ2511H185_TECHNO_COMMERCIAL QUOTATION.txt,SQ2511H185,HIGH,NOT_FOUND
SQ2511H186\OFFER-SQ2511H186-SHREE CEMENT GUNTUR-REFILLING CYLINDER.txt,SQ2511H186,HIGH,NOT_FOUND
SQ2511H187\OFFER-SQ2511H187-PIONEER-U23.txt,SQ2511H187,HIGH,FOUND
SQ2511H188\OFFER-SQ2511H188-SAGAR CEMENT-SPARES.txt,SQ2511H188,HIGH,FOUND
SQ2511H189\OFFER-SQ2511H189-KAKATIYA CEMENT-SPARES.txt,SQ2511H189,HIGH,FOUND
SQ2511H189\OFFER-SQ2511H189R1-KAKATIYA CEMENT-SPARES.txt,SQ2511H189R1,HIGH,FOUND
SQ2511H190\SCREENSHOTS.txt,,LOW,FOUND
SQ2511H192\OFFER-SQ2511H192-ADANI CEMENT LIMITED-ORIENT CEMENT LIMITED-DEVAPUR-GAS CYLINDERS.txt,SQ2511H192,HIGH,FOUND
SQ2511N239\OFFER-SQ2511N239-GVK-SPARES.txt,SQ2511N239,HIGH,NOT_FOUND
SQ2511N240\OFFER-SQ2511N240-YARA-CEMS 2025-1.txt,SQ2511N240,HIGH,FOUND
SQ2511N241\OFFER-SQ2511N241-JK WHITE CEMENT-SPARES.txt,SQ2511N241,HIGH,FOUND
SQ2511N242\OFFER-SQ2511N242-ACC LAKHERI-SPARES.txt,SQ2511N242,HIGH,NOT_FOUND
SQ2511N242\OFFER-SQ2511N242R2-ACC LAKHERI-SPARES.txt,SQ2511N242R2,HIGH,FOUND
SQ2511N243\TECHNICAL OFFER-SQ2511N243-HPCL MITTAL-3100002318_11397-AMETEK SPARES.txt,SQ2511N243,HIGH,FOUND
SQ2511N244\PRICED OFFER-SQ2511N244-MOGLI LABS-AMETEK SPARES.txt,EMAIL,HIGH,NOT_FOUND
SQ2511N245\SQ2511N245_ TECHNO-COMMERCIAL QUOTATION FOR AMC CONTRACT.txt,SQ2511N245,HIGH,FOUND
SQ2511N246\OFFER SQ2511N246-Quotation for Gas Analyser Repair Charges-UTCL NCW.txt,SQ2511N246,HIGH,NOT_FOUND
SQ2511N247\OFFER-SQ2511N247-CHAMBAL-REPAIRING OF PCB2 (1).txt,SQ2511N247,HIGH,FOUND
SQ2511N248\OFFER-SQ2511N248-BCW CHANDERIA-SOV.txt,SQ2511N248,HIGH,FOUND
SQ2511N250\OFFER-SQ2511N250-JK GOTAN-U23.txt,SQ2511N250,HIGH,FOUND
SQ2511N251\PRICED OFFER-SQ2511N251-UTCL ADITYA-PUMP.txt,SQ2511N251,HIGH,FOUND
SQ2511N252\OFFER-SQ2511N252-UTCL BIRLA WHITE-SPARES.txt,SQ2511N252,HIGH,FOUND
SQ2511N253\OFFER-SQ2511N253-UTCL BIRLA WHITE-SPARES.txt,SQ2511N253,HIGH,FOUND
SQ2511N254\OFFER-SQ2511N254-AMBUJA MARWAR MUNDWA-SPARES.txt,SQ2511N254,HIGH,FOUND
SQ2511N255\OFFER-SQ2511N255-UDAIPUR CEMENT WORKS-ANALYSER SAPRES.txt,SQ2511N255,HIGH,FOUND
SQ2511N256\OFFER-SQ2511N256-AMBUJA DARLAGHAT-SPARES.txt,SQ2511N256,HIGH,FOUND
SQ2511N256\OFFER-SQ2511N256R1-AMBUJA DARLAGHAT-SPARES.txt,SQ2511N256R1,HIGH,FOUND
SQ2511N256\OFFER-SQ2511N256R2-AMBUJA DARLAGHAT-SPARES.txt,SQ2511N256R2,HIGH,FOUND
SQ2511N257\OFFER- SQ2511N257  Quotation for Gas Analyser Repair Charges - UTCL PALI CEMENT WORKS.txt,SQ2511N257,HIGH,NOT_FOUND
SQ2511N258\OFFER-SQ2511N258-TECK LINK-ANALYSERS.txt,SQ2511N258,HIGH,FOUND
SQ2511N259\OFFER-SQ2511N259-ISGEC-SHS SPARES.txt,SQ2511N259,HIGH,FOUND
SQ2511N260\OFFER-SQ2511N260-JITF-IOT.txt,SQ2511N260,HIGH,FOUND
SQ2511N261\OFFER-SQ2511N261-AMBUJA ROPAR-SERVICE.txt,SQ2511N261,HIGH,FOUND
SQ2511N261\OFFER-SQ2511N261R1-AMBUJA ROPAR-SERVICE.txt,SQ2511N261R1,HIGH,FOUND
SQ2511N262\OFFER-SQ2511N262-JK WHITE-SPARES.txt,SQ2511N262,HIGH,FOUND
SQ2511N263\PRICED OFFER-SQ2511N263-JK LAKSHMI-SPARES.txt,SQ2511N263,HIGH,FOUND
SQ2511N264\PRICED OFFER-SQ2511N264-JK LAKSHMI SIROHI-6000132060 (1).txt,SQ2511N264,HIGH,FOUND
SQ2511N264\PRICED OFFER-SQ2511N264-JK LAKSHMI SIROHI-6000132060.txt,SQ2511N264,HIGH,FOUND
SQ2511N265\OFFER-SQ2511N265-OGPM-SHS SPARES.txt,SQ2511N265,HIGH,NOT_FOUND
SQ2511N266\OFFER-SQ2511N266-UTCL-ADITYA-ULTRAMAT-23.txt,SQ2511N266,HIGH,FOUND
SQ2511N266\OFFER-SQ2511N266R1-UTCL-ADITYA-ULTRAMAT-23-REPAIR-BUYBACK.txt,SQ2511N266R1,HIGH,FOUND
SQ2511N266\PRICED OFFER-SQ2511N266R1-UTCL ADITYA-U23.txt,SQ2511N266R1,HIGH,FOUND
SQ2511N266\PRICED OFFER-SQ2511N266R3-UTCL ADITYA-BUYBACK-U23.txt,SQ2511N266R3,HIGH,FOUND
SQ2511N266\SCREENSHOTS.txt,,LOW,FOUND
SQ2511N268\OFFER- SQ2511N268R2 Quotation for Buyback Gas  Analyser  Charges-Mangalam cement limited.txt,SQ2511N268R2,HIGH,FOUND
SQ2511N269\OFFER-SQ2511N269-UTCL-KOTPUTLI-SHS SPARE.txt,SQ2511N269,HIGH,FOUND
SQ2511N270\OFFER-SQ2511N270-UDAIPUR CEMENT-SPARES.txt,SQ2511N270,HIGH,FOUND
SQ2511W296\SQ2511W296_UTCL RAJASHREE- LINE 4-TPP- CEMS-TECHNO_COMMERCIAL QUOTATION.txt,SQ2511W296,HIGH,NOT_FOUND
SQ2511W297\SQ2511W297 OFFER FOR SPARE FOR UTCL RAJASHREE CEMENT WORKS.txt,SQ2511W297,HIGH,NOT_FOUND
SQ2511W298\SQ2511W298 Offer For GC Spares RIL_ HMD.txt,SQ2511W298,HIGH,FOUND
SQ2511W299\OFFER-SQ2511W299- ULTRATECH CEMENT LIMITED-BELA CEMENT WORKS-IOT.txt,SQ2511W299,HIGH,FOUND
SQ2511W300\OFFER-SQ2511W300- ULTRATECH CEMENT LIMITED-DHAR CEMENT WORKS-IOT.txt,SQ2511W300,HIGH,FOUND
SQ2511W301\OFFER-SQ2511W301- ULTRATECH CEMENT LIMITED-IOT.txt,SQ2511W301,HIGH,FOUND
SQ2511W302\OFFER-SQ2511W302- ULTRATECH CEMENT LIMITED-IOT.txt,SQ2511W302,HIGH,FOUND
SQ2511W303\SQ2511W303 OFFER FOR HMI DISPLAY FOR UTCL DHAR.txt,SQ2511W303,HIGH,NOT_FOUND
SQ2511W304\SQ2511W304  Offer For GC Spares_ RIL JMD.txt,SQ2511W304,HIGH,FOUND
SQ2511W306\OFFER-SQ2511W306- ULTRATECH CEMENT LIMITED-JAFRABAD CEMENT WORKS-IOT.txt,SQ2511W302,HIGH,FOUND
SQ2511W307\PRICED OFFER-SQ2511W307R1-The Automotive Research-7037176.txt,SQ2511W307R1,HIGH,FOUND
SQ2511W307\SQ2511W307 - ARAI PUNE-OFFER FOR GAS UPGRADATION OF LDS.txt,SQ2511W307,HIGH,FOUND
SQ2511W308\SQ2511W308 - OFFER FOR GAS ANALYZER SPARES- JSW DOLVI .txt,SQ2511W308,HIGH,FOUND
SQ2511W309\SQ2511W309 Offer For GC Spares_ RIL VMD.txt,SQ2511W309,HIGH,FOUND
SQ2511W310\SQ2511W310 OFFER FOR SPARE FOR AMBUJA KODINAR CEMENT WORKS.txt,SQ2511W310,HIGH,NOT_FOUND
SQ2511W313\SQ2511W313 OFFER FOR SPARE FOR UTCL DHAR CEMENT WORKS.txt,SQ2511W313,HIGH,NOT_FOUND
SQ2511W314\SQ2511W314 OFFER FOR SPARE FOR UTCL DHAR CEMENT WORKS.txt,SQ2511W314,HIGH,NOT_FOUND
SQ2511W316\SQ2511W316 OFFER FOR GAS ANALYSER SPARE FOR JK PANNA CEMENT.txt,SQ2511W316,HIGH,NOT_FOUND
SQ2511W317\PRICED OFFER_SQ2511W317R3_BPCL MUM-7433561.txt,SQ2511W317R3,HIGH,FOUND
SQ2511W317\SQ2511W317 OFFER FOR ANALYSER SPARE FOR BPCL MUMBAI REFINERY.txt,SQ2511W317,HIGH,NOT_FOUND
SQ2511W318\SQ2511W318 QUOTATION FOR OPTO MODULE_HCL - RIL DMD LDS 6.txt,SQ2511W318,HIGH,FOUND
SQ2511W319\SQ2511W319 OFFER FOR SPARE FOR RESUSTAINABILITY LTD PITHAMPUR.txt,SQ2511W319,HIGH,NOT_FOUND
SQ2511W320\SQ2511W320 OFFER FOR SPARE FOR HINDALCO MAHAN.txt,SQ2511W320,HIGH,NOT_FOUND
SQ2511W321\SQ2511W321 OFFER FOR SERVICE ENGINEER VISIT FOR BLOOM ENERGY.txt,SQ2511W321,HIGH,FOUND
SQ2511W322\SQ251W322 OFFER FOR SPARE FOR UTCL BELA CEMENT WORKS.txt,SQ2511W322,HIGH,NOT_FOUND
SQ2511X043\OFFER-SQ2511X043-NINH DA-SHS SPARE.txt,SQ2511X043,HIGH,NOT_FOUND
SQ2511X043\OFFER-SQ2511X043R1-NINH DA-SHS SPARE.txt,SQ2511X043R1,HIGH,NOT_FOUND
SQ2511X044\OFFER-SQ2511X044-ENPRO EQUIPMENT TRADING LLC-CWD SPARES.txt,SQ2511X044,HIGH,FOUND
SQ2511X045\OFFER-SQ2511X045-ELITE MENA F.Z.C-SHS SPARES.txt,SQ2511X045,HIGH,NOT_FOUND
SQ2511X045\OFFER-SQ2511X045R1-ELITE MENA F.Z.C-SHS SPARES.txt,SQ2511X045R1,HIGH,NOT_FOUND
SQ2512B097\OFFER-SQ2512B097-YOKOGAWA-U23.txt,SQ2512B097,HIGH,FOUND
SQ2512B098\OFFER-SQ2512B098-QLAR TECHNOLOGY-SPARES.txt,SQ2512B098,HIGH,FOUND
SQ2512B099\OFFER-SQ2512B099-AIR WATER INDIA PVT-ANALYSER SPARES.txt,SQ2512B099,HIGH,NOT_FOUND
SQ2512B100\OFFER-SQ2512B100-LINDE-SERVICE.txt,SQ2512B100,HIGH,FOUND
SQ2512B101\OFFER-SQ2512B101-MFCL-DATA LOGGER.txt,SQ2512B101,HIGH,FOUND
SQ2512B102\OFFER-SQ2512B102-KALYANI STEEL LIMITED (HOSPET STEEL LIMITED)-SHS & ANALYSER SPARES.txt,SQ2512B102,HIGH,FOUND
SQ2512B103\PRICED OFFER-SQ2512B103-JSW-BALLARY-CV SPARES.txt,SQ2512B103,HIGH,NOT_FOUND
SQ2512B104\OFFER-SQ2512B104-ADANI CHITTAPUR-FILTER PAPER.txt,SQ2512B104,HIGH,NOT_FOUND
SQ2512C087\OFFER-SQ2512C087-BPCL KOCHI-SPARES.txt,SQ2512C087,HIGH,FOUND
SQ2512C088\SERVICE OFFER-SQ2512C088-KERN LIEBERS-SERVICE.txt,SQ2512C088,HIGH,FOUND
SQ2512C089\OFFER-SQ2512C089-TNPL-SPARES.txt,SQ2512C089,HIGH,FOUND
SQ2512C091\OFFER-SQ2512C091-GLOBALKEMYA-SPARES.txt,SQ2512C091,HIGH,NOT_FOUND
SQ2512C092\OFFER-SQ2512C092  Quotation for Gas New Analyser  Charges-The Metal Powder Company Ltd O61.txt,SQ2512C092,HIGH,FOUND
SQ2512C093\PRICED OFFER-SQ2512C093-RAMCO ARIYALUR-U23.txt,SQ2512C093,HIGH,FOUND
SQ2512C094\OFFER_SQ2512C094_BPCL KOCHI-AMETEK.txt,SQ2512C094,HIGH,NOT_FOUND
SQ2512C095\OFFER-SQ2512C095-THE METAL POWDER COMPANY LIMITED-CGA SPARE.txt,SQ2512C095,HIGH,FOUND
SQ2512C096\PRICED OFFER-SQ2512C096-RAMCO ALATHIYUR-O61.txt,SQ2512C096,HIGH,FOUND
SQ2512E399\OFFER-SQ2512E399-JSPL-ANGUL- ANALYSER AND SHS SPARES.txt,SQ2512E399,HIGH,FOUND
SQ2512E400\OFFER-SQ2512E400-AMNS-SPARES.txt,SQ2512E400,HIGH,NOT_FOUND
SQ2512E401\OFFER-SQ2512E401-RUGTA MINES LIMITED-DHENKANAL-SHS SPARE.txt,SQ2512E401,HIGH,FOUND
SQ2512E402\SQ2512E402_QUOTATION FOR CV ANALYSER.txt,SQ2512E402,HIGH,FOUND
SQ2512E403\OFFER-SQ2512E403- ADITYAPUR WASTE MANAGEMENT PRIVATE LIMITED -DATA LOGGER.txt,SQ2512E403,HIGH,FOUND
SQ2512E404\OFFER_SQ2512E404-HPL-SERVICE.txt,SQ2512E404,HIGH,FOUND
SQ2512E405\OFFER-SQ2512E405-JSPL-ANGUL- SHS SPARES.txt,SQ2512E405,HIGH,NOT_FOUND
SQ2512E406\OFFER-SQ2512E406-JK LAKSHMI DURG-123353.txt,SQ2512E406,HIGH,FOUND
SQ2512E407\OFFER-SQ2512E407-TSL-JODA- SHS SPARE-1104013995055.txt,SQ2512E407,HIGH,FOUND
SQ2512E408\OFFER-SQ2512E408-UTCL-WBCW-SHS & ANALYSER SPARES.txt,SQ2512E408,HIGH,FOUND
SQ2512E409\SQ2512E409_TECHNICAL OFFER FOR JSPL.txt,SQ2512E409,HIGH,NOT_FOUND
SQ2512E410\OFFER-SQ2512E410-UTCL-HIRMI-RFQ-25-7462-SHS SPARE.txt,SQ2512E410,HIGH,FOUND
SQ2512E411\OFFER-SQ2512E411-JSL-JAJPUR-1400127226-SHS SPARE.txt,SQ2512E411,HIGH,FOUND
SQ2512E412\OFFER-SQ2512E412-JAYASWAL NECO-SPARES.txt,SQ2512E412,HIGH,FOUND
SQ2512E412\PRICED OFFER-SQ2512E412-JAYASWAL NECO-SPARES.txt,SQ2512E412R1,HIGH,FOUND
SQ2512E413\OFFER-SQ2512E413-1000230975-CV ANALYSER SPARE-JSPL-ANGUL.txt,SQ2512E413,HIGH,FOUND
SQ2512E414\PRICED OFFER-SQ2512E414-JSW BHUSHAN-PRESSURE REGULATOR.txt,SQ2512E414,HIGH,FOUND
SQ2512E415\SQ2512E415_TECHNO_COMMERCIAL QUOTATION WEST BENGAL CEMENT.txt,SQ2512E415,HIGH,FOUND
SQ2512E416\OFFER-SQ2512E416-TSL-KALINGANAGAR-SHS SPARE.txt,SQ2512E416,HIGH,FOUND
SQ2512E417\OFFER-SQ2512E417-SHRI KRISHNA COMMERCIAL-SHS SPARE.txt,SQ2512E417,HIGH,NOT_FOUND
SQ2512E418\OFFER-SQ2512E418-JSPL-ANGUL-SHS SPARES.txt,SQ2512E418,HIGH,FOUND
SQ2512E419\PRICED OFFER-SQ2512E419-TATA STEEL LIMITED-SHS SPARES.txt,SQ2512E419,HIGH,FOUND
SQ2512E420\OFFER-SQ2512E420-ACC JAMUL-SPARES.txt,SQ2512E420,HIGH,FOUND
SQ2512E420\OFFER-SQ2512E420R1-ACC JAMUL-SPARES.txt,SQ2512E420R1,HIGH,FOUND
SQ2512E421\SQ2512E421_TECHNO_COMMERCIAL QUOTATION.txt,SQ2512E421,HIGH,NOT_FOUND
SQ2512E422\PRICED OFFER-SQ2512E422-JSL-JAJPUR-1400127845 1400127851 1400127852-SHS SPARES.txt,SQ2512E422,HIGH,FOUND
SQ2512E423\OFFER-SQ2512E423-TSL-MERAMANDALI-SHS OFFER.txt,SQ2512E423,HIGH,FOUND
SQ2512E425\OFFER-1104051125-TSL-MERAMANDALI-SHS SPARES.txt,SQ2512E425,HIGH,FOUND
SQ2512E426\PRICED OFFER-SQ2512E426-UTCL KUKURDIH-PA TUBE.txt,SQ2512E426,HIGH,FOUND
SQ2512E427\PRICED OFFER-SQ2512E427-UTCL KUKURDIH-RFQ-25-7773.txt,SQ2512E427,HIGH,NOT_FOUND
SQ2512E428\PRICED OFFER-SQ2512E428-UTCL KUKURDIH-RFQ-25-7775.txt,SQ2512E428,HIGH,NOT_FOUND
SQ2512E429\PRICED OFFER-SQ2512E429-JSL ANGUL-DETECTORS.txt,SQ2512E429,HIGH,FOUND
SQ2512E430\OFFER-SQ2512E430-1000232263-JSPL-ANGUL-SHS SPARE.txt,SQ2512E430,HIGH,FOUND
SQ2512E431\OFFER-SQ2512E431-1000232272-JSPL-ANGUL-ANALYSER SPARE.txt,SQ2512E431,HIGH,FOUND
SQ2512E432\OFFER-SQ2512E432-1000232771-JSPL-ANGUL-SHS SPARE.txt,SQ2512E432,HIGH,FOUND
SQ2512E433\PRICED OFFER-SQ2512E433-JSL ANGUL-1000232763.txt,SQ2512E433,HIGH,FOUND
SQ2512E434\PRICED OFFER-SQ2512E434-JSL ANGUL-1000232692.txt,SQ2512E434,HIGH,FOUND
SQ2512E435\OFFER-SQ2512E435-1000233084-JSPL-ANGUL-SHS SPARE.txt,SQ2512E435,HIGH,FOUND
SQ2512E436\OFFER-SQ2512E436-1000232696-JSPL-ANGUL-SHS SPARE.txt,SQ2512E436,HIGH,FOUND
SQ2512G080\SQ2512G080 QUOTATION FOR OPTO MODULE_HCL - RIL VMD LDS 6.txt,SQ2512G080,HIGH,FOUND
